bird,audio,length,destination
mouwar1,166866.wav,11.856,/datasets/xeno_canto/491_all/166866.wav
mouwar1,357198_2.wav,60.032,/datasets/xeno_canto/491_all/357198_2.wav
mouwar1,106948_1.wav,13.369875,/datasets/xeno_canto/491_all/106948_1.wav
mouwar1,668997_1.wav,60.032,/datasets/xeno_canto/491_all/668997_1.wav
mouwar1,466744.wav,19.676563,/datasets/xeno_canto/491_all/466744.wav
mouwar1,530831.wav,29.418688,/datasets/xeno_canto/491_all/530831.wav
mouwar1,642250_0.wav,60.032,/datasets/xeno_canto/491_all/642250_0.wav
mouwar1,365598_1.wav,59.06025,/datasets/xeno_canto/491_all/365598_1.wav
mouwar1,513335.wav,34.009625,/datasets/xeno_canto/491_all/513335.wav
mouwar1,357198_1.wav,60.032,/datasets/xeno_canto/491_all/357198_1.wav
mouwar1,253273_2.wav,37.6966875,/datasets/xeno_canto/491_all/253273_2.wav
mouwar1,115016.wav,44.094688,/datasets/xeno_canto/491_all/115016.wav
mouwar1,72858.wav,52.797375,/datasets/xeno_canto/491_all/72858.wav
mouwar1,253273_1.wav,60.032,/datasets/xeno_canto/491_all/253273_1.wav
mouwar1,98993.wav,29.832,/datasets/xeno_canto/491_all/98993.wav
mouwar1,360705_2.wav,3.936375,/datasets/xeno_canto/491_all/360705_2.wav
mouwar1,406576_0.wav,60.032,/datasets/xeno_canto/491_all/406576_0.wav
mouwar1,567979.wav,30.321563,/datasets/xeno_canto/491_all/567979.wav
mouwar1,185409.wav,52.871875,/datasets/xeno_canto/491_all/185409.wav
mouwar1,185411.wav,28.16,/datasets/xeno_canto/491_all/185411.wav
mouwar1,408868_0.wav,60.032,/datasets/xeno_canto/491_all/408868_0.wav
mouwar1,668997_0.wav,60.032,/datasets/xeno_canto/491_all/668997_0.wav
mouwar1,668996.wav,21.726375,/datasets/xeno_canto/491_all/668996.wav
mouwar1,473932.wav,28.597,/datasets/xeno_canto/491_all/473932.wav
mouwar1,466746_1.wav,19.58775,/datasets/xeno_canto/491_all/466746_1.wav
mouwar1,394514_1.wav,0.7756875,/datasets/xeno_canto/491_all/394514_1.wav
mouwar1,394514_0.wav,60.032,/datasets/xeno_canto/491_all/394514_0.wav
mouwar1,349718.wav,8.254688,/datasets/xeno_canto/491_all/349718.wav
mouwar1,513337_0.wav,60.032,/datasets/xeno_canto/491_all/513337_0.wav
mouwar1,466746_0.wav,60.032,/datasets/xeno_canto/491_all/466746_0.wav
mouwar1,668997_2.wav,47.638625,/datasets/xeno_canto/491_all/668997_2.wav
mouwar1,394513.wav,23.007813,/datasets/xeno_canto/491_all/394513.wav
mouwar1,702180_0.wav,60.032,/datasets/xeno_canto/491_all/702180_0.wav
mouwar1,463887.wav,54.691375,/datasets/xeno_canto/491_all/463887.wav
mouwar1,463886.wav,46.490625,/datasets/xeno_canto/491_all/463886.wav
mouwar1,642250_1.wav,35.837375,/datasets/xeno_canto/491_all/642250_1.wav
mouwar1,459870.wav,55.40575,/datasets/xeno_canto/491_all/459870.wav
mouwar1,466747.wav,41.167,/datasets/xeno_canto/491_all/466747.wav
mouwar1,702180_1.wav,55.8994375,/datasets/xeno_canto/491_all/702180_1.wav
mouwar1,702181_0.wav,60.032,/datasets/xeno_canto/491_all/702181_0.wav
mouwar1,702181_1.wav,58.146,/datasets/xeno_canto/491_all/702181_1.wav
mouwar1,659604.wav,9.284125,/datasets/xeno_canto/491_all/659604.wav
mouwar1,466748.wav,29.303625,/datasets/xeno_canto/491_all/466748.wav
mouwar1,213784_0.wav,60.032,/datasets/xeno_canto/491_all/213784_0.wav
mouwar1,185412.wav,16.58775,/datasets/xeno_canto/491_all/185412.wav
mouwar1,213784_1.wav,15.43575,/datasets/xeno_canto/491_all/213784_1.wav
mouwar1,698822.wav,27.984,/datasets/xeno_canto/491_all/698822.wav
mouwar1,529774.wav,32.44825,/datasets/xeno_canto/491_all/529774.wav
mouwar1,404337.wav,41.482875,/datasets/xeno_canto/491_all/404337.wav
mouwar1,406576_1.wav,59.968,/datasets/xeno_canto/491_all/406576_1.wav
mouwar1,365598_0.wav,60.032,/datasets/xeno_canto/491_all/365598_0.wav
mouwar1,294395.wav,6.053,/datasets/xeno_canto/491_all/294395.wav
mouwar1,468704_1.wav,33.1985,/datasets/xeno_canto/491_all/468704_1.wav
mouwar1,659726.wav,12.408188,/datasets/xeno_canto/491_all/659726.wav
mouwar1,406576_2.wav,60.032,/datasets/xeno_canto/491_all/406576_2.wav
mouwar1,406576_3.wav,22.417,/datasets/xeno_canto/491_all/406576_3.wav
mouwar1,357888.wav,6.339063,/datasets/xeno_canto/491_all/357888.wav
mouwar1,418401_1.wav,19.2293125,/datasets/xeno_canto/491_all/418401_1.wav
mouwar1,357889.wav,28.39275,/datasets/xeno_canto/491_all/357889.wav
mouwar1,468704_0.wav,60.032,/datasets/xeno_canto/491_all/468704_0.wav
mouwar1,418401_0.wav,60.032,/datasets/xeno_canto/491_all/418401_0.wav
mouwar1,357198_0.wav,60.032,/datasets/xeno_canto/491_all/357198_0.wav
pifgoo,506781_37.wav,59.968,/datasets/xeno_canto/491_all/506781_37.wav
pifgoo,506781_30.wav,60.032,/datasets/xeno_canto/491_all/506781_30.wav
pifgoo,506802_2.wav,60.032,/datasets/xeno_canto/491_all/506802_2.wav
pifgoo,506781_22.wav,60.032,/datasets/xeno_canto/491_all/506781_22.wav
pifgoo,506802_4.wav,51.433,/datasets/xeno_canto/491_all/506802_4.wav
pifgoo,506802_1.wav,59.968,/datasets/xeno_canto/491_all/506802_1.wav
pifgoo,506781_38.wav,60.032,/datasets/xeno_canto/491_all/506781_38.wav
pifgoo,506802_3.wav,59.968,/datasets/xeno_canto/491_all/506802_3.wav
pifgoo,506781_23.wav,59.968,/datasets/xeno_canto/491_all/506781_23.wav
pifgoo,506781_39.wav,33.977,/datasets/xeno_canto/491_all/506781_39.wav
pifgoo,506781_21.wav,59.968,/datasets/xeno_canto/491_all/506781_21.wav
pifgoo,506781_31.wav,59.968,/datasets/xeno_canto/491_all/506781_31.wav
pifgoo,506781_25.wav,59.968,/datasets/xeno_canto/491_all/506781_25.wav
pifgoo,506781_9.wav,59.968,/datasets/xeno_canto/491_all/506781_9.wav
pifgoo,624883.wav,42.9645,/datasets/xeno_canto/491_all/624883.wav
pifgoo,506781_24.wav,60.032,/datasets/xeno_canto/491_all/506781_24.wav
pifgoo,506781_32.wav,60.032,/datasets/xeno_canto/491_all/506781_32.wav
pifgoo,506781_3.wav,59.968,/datasets/xeno_canto/491_all/506781_3.wav
pifgoo,506781_33.wav,59.968,/datasets/xeno_canto/491_all/506781_33.wav
pifgoo,506781_28.wav,60.032,/datasets/xeno_canto/491_all/506781_28.wav
pifgoo,506781_7.wav,59.968,/datasets/xeno_canto/491_all/506781_7.wav
pifgoo,506781_29.wav,59.968,/datasets/xeno_canto/491_all/506781_29.wav
pifgoo,506781_26.wav,60.032,/datasets/xeno_canto/491_all/506781_26.wav
pifgoo,624806.wav,47.822938,/datasets/xeno_canto/491_all/624806.wav
pifgoo,506781_34.wav,60.032,/datasets/xeno_canto/491_all/506781_34.wav
pifgoo,603887.wav,55.455188,/datasets/xeno_canto/491_all/603887.wav
pifgoo,506781_8.wav,60.032,/datasets/xeno_canto/491_all/506781_8.wav
pifgoo,506781_35.wav,59.968,/datasets/xeno_canto/491_all/506781_35.wav
pifgoo,506781_36.wav,60.032,/datasets/xeno_canto/491_all/506781_36.wav
pifgoo,624804_1.wav,11.619375,/datasets/xeno_canto/491_all/624804_1.wav
pifgoo,506781_6.wav,60.032,/datasets/xeno_canto/491_all/506781_6.wav
pifgoo,506781_5.wav,59.968,/datasets/xeno_canto/491_all/506781_5.wav
pifgoo,624804_0.wav,60.032,/datasets/xeno_canto/491_all/624804_0.wav
pifgoo,506802_0.wav,60.032,/datasets/xeno_canto/491_all/506802_0.wav
pifgoo,628683.wav,31.582063,/datasets/xeno_canto/491_all/628683.wav
pifgoo,506781_4.wav,60.032,/datasets/xeno_canto/491_all/506781_4.wav
pifgoo,506781_27.wav,59.968,/datasets/xeno_canto/491_all/506781_27.wav
pifgoo,506411_0.wav,60.032,/datasets/xeno_canto/491_all/506411_0.wav
pifgoo,506803_1.wav,59.968,/datasets/xeno_canto/491_all/506803_1.wav
pifgoo,506929_1.wav,59.968,/datasets/xeno_canto/491_all/506929_1.wav
pifgoo,506929_2.wav,60.032,/datasets/xeno_canto/491_all/506929_2.wav
pifgoo,524499.wav,56.833,/datasets/xeno_canto/491_all/524499.wav
pifgoo,458994.wav,29.617,/datasets/xeno_canto/491_all/458994.wav
pifgoo,506929_3.wav,59.968,/datasets/xeno_canto/491_all/506929_3.wav
pifgoo,506929_4.wav,22.609,/datasets/xeno_canto/491_all/506929_4.wav
pifgoo,687438.wav,47.80475,/datasets/xeno_canto/491_all/687438.wav
pifgoo,687437.wav,42.140563,/datasets/xeno_canto/491_all/687437.wav
pifgoo,506932_0.wav,60.032,/datasets/xeno_canto/491_all/506932_0.wav
pifgoo,506932_1.wav,59.968,/datasets/xeno_canto/491_all/506932_1.wav
pifgoo,506932_2.wav,20.305,/datasets/xeno_canto/491_all/506932_2.wav
pifgoo,506933_0.wav,60.032,/datasets/xeno_canto/491_all/506933_0.wav
pifgoo,506933_1.wav,59.968,/datasets/xeno_canto/491_all/506933_1.wav
pifgoo,506933_2.wav,15.841,/datasets/xeno_canto/491_all/506933_2.wav
pifgoo,507009_0.wav,60.032,/datasets/xeno_canto/491_all/507009_0.wav
pifgoo,507009_1.wav,4.433,/datasets/xeno_canto/491_all/507009_1.wav
pifgoo,507010_0.wav,60.032,/datasets/xeno_canto/491_all/507010_0.wav
pifgoo,671611_0.wav,60.032,/datasets/xeno_canto/491_all/671611_0.wav
pifgoo,507010_1.wav,53.369,/datasets/xeno_canto/491_all/507010_1.wav
pifgoo,506929_0.wav,60.032,/datasets/xeno_canto/491_all/506929_0.wav
pifgoo,507011_0.wav,60.032,/datasets/xeno_canto/491_all/507011_0.wav
pifgoo,506928_4.wav,23.713,/datasets/xeno_canto/491_all/506928_4.wav
pifgoo,506928_2.wav,60.032,/datasets/xeno_canto/491_all/506928_2.wav
pifgoo,683583.wav,11.495125,/datasets/xeno_canto/491_all/683583.wav
pifgoo,683520.wav,24.754625,/datasets/xeno_canto/491_all/683520.wav
pifgoo,506927_0.wav,60.032,/datasets/xeno_canto/491_all/506927_0.wav
pifgoo,506927_1.wav,59.968,/datasets/xeno_canto/491_all/506927_1.wav
pifgoo,506927_10.wav,60.032,/datasets/xeno_canto/491_all/506927_10.wav
pifgoo,506927_11.wav,59.968,/datasets/xeno_canto/491_all/506927_11.wav
pifgoo,506927_12.wav,60.032,/datasets/xeno_canto/491_all/506927_12.wav
pifgoo,506927_13.wav,59.968,/datasets/xeno_canto/491_all/506927_13.wav
pifgoo,506927_14.wav,30.217,/datasets/xeno_canto/491_all/506927_14.wav
pifgoo,506927_2.wav,60.032,/datasets/xeno_canto/491_all/506927_2.wav
pifgoo,506927_3.wav,59.968,/datasets/xeno_canto/491_all/506927_3.wav
pifgoo,506927_4.wav,60.032,/datasets/xeno_canto/491_all/506927_4.wav
pifgoo,506927_5.wav,59.968,/datasets/xeno_canto/491_all/506927_5.wav
pifgoo,506927_6.wav,60.032,/datasets/xeno_canto/491_all/506927_6.wav
pifgoo,506927_7.wav,59.968,/datasets/xeno_canto/491_all/506927_7.wav
pifgoo,506927_8.wav,60.032,/datasets/xeno_canto/491_all/506927_8.wav
pifgoo,506927_9.wav,59.968,/datasets/xeno_canto/491_all/506927_9.wav
pifgoo,506928_0.wav,60.032,/datasets/xeno_canto/491_all/506928_0.wav
pifgoo,506928_1.wav,59.968,/datasets/xeno_canto/491_all/506928_1.wav
pifgoo,506928_3.wav,59.968,/datasets/xeno_canto/491_all/506928_3.wav
pifgoo,506781_20.wav,60.032,/datasets/xeno_canto/491_all/506781_20.wav
pifgoo,507011_1.wav,3.209,/datasets/xeno_canto/491_all/507011_1.wav
pifgoo,507012_1.wav,6.185,/datasets/xeno_canto/491_all/507012_1.wav
pifgoo,507016_0.wav,60.032,/datasets/xeno_canto/491_all/507016_0.wav
pifgoo,507016_1.wav,59.968,/datasets/xeno_canto/491_all/507016_1.wav
pifgoo,507016_2.wav,60.032,/datasets/xeno_canto/491_all/507016_2.wav
pifgoo,507016_3.wav,59.968,/datasets/xeno_canto/491_all/507016_3.wav
pifgoo,507016_4.wav,4.657,/datasets/xeno_canto/491_all/507016_4.wav
pifgoo,671611_3.wav,59.968,/datasets/xeno_canto/491_all/671611_3.wav
pifgoo,671611_4.wav,28.4774375,/datasets/xeno_canto/491_all/671611_4.wav
pifgoo,507017_0.wav,60.032,/datasets/xeno_canto/491_all/507017_0.wav
pifgoo,507017_1.wav,15.209,/datasets/xeno_canto/491_all/507017_1.wav
pifgoo,507018_0.wav,60.032,/datasets/xeno_canto/491_all/507018_0.wav
pifgoo,507018_1.wav,20.777,/datasets/xeno_canto/491_all/507018_1.wav
pifgoo,507019_0.wav,60.032,/datasets/xeno_canto/491_all/507019_0.wav
pifgoo,507019_1.wav,59.968,/datasets/xeno_canto/491_all/507019_1.wav
pifgoo,648661_1.wav,6.6209375,/datasets/xeno_canto/491_all/648661_1.wav
pifgoo,648661_0.wav,60.032,/datasets/xeno_canto/491_all/648661_0.wav
pifgoo,507019_2.wav,60.032,/datasets/xeno_canto/491_all/507019_2.wav
pifgoo,507019_3.wav,59.968,/datasets/xeno_canto/491_all/507019_3.wav
pifgoo,507019_4.wav,56.281,/datasets/xeno_canto/491_all/507019_4.wav
pifgoo,507021_0.wav,60.032,/datasets/xeno_canto/491_all/507021_0.wav
pifgoo,507015_1.wav,33.713,/datasets/xeno_canto/491_all/507015_1.wav
pifgoo,507012_0.wav,60.032,/datasets/xeno_canto/491_all/507012_0.wav
pifgoo,507015_0.wav,60.032,/datasets/xeno_canto/491_all/507015_0.wav
pifgoo,507013_8.wav,60.032,/datasets/xeno_canto/491_all/507013_8.wav
pifgoo,507013_0.wav,60.032,/datasets/xeno_canto/491_all/507013_0.wav
pifgoo,507013_1.wav,59.968,/datasets/xeno_canto/491_all/507013_1.wav
pifgoo,682102.wav,46.631063,/datasets/xeno_canto/491_all/682102.wav
pifgoo,507013_10.wav,60.032,/datasets/xeno_canto/491_all/507013_10.wav
pifgoo,507013_11.wav,59.968,/datasets/xeno_canto/491_all/507013_11.wav
pifgoo,507013_12.wav,60.032,/datasets/xeno_canto/491_all/507013_12.wav
pifgoo,507013_13.wav,59.968,/datasets/xeno_canto/491_all/507013_13.wav
pifgoo,507013_14.wav,60.032,/datasets/xeno_canto/491_all/507013_14.wav
pifgoo,507013_15.wav,59.968,/datasets/xeno_canto/491_all/507013_15.wav
pifgoo,507013_16.wav,60.032,/datasets/xeno_canto/491_all/507013_16.wav
pifgoo,671611_1.wav,59.968,/datasets/xeno_canto/491_all/671611_1.wav
pifgoo,671611_2.wav,60.032,/datasets/xeno_canto/491_all/671611_2.wav
pifgoo,507013_17.wav,50.585,/datasets/xeno_canto/491_all/507013_17.wav
pifgoo,507013_2.wav,60.032,/datasets/xeno_canto/491_all/507013_2.wav
pifgoo,507013_3.wav,59.968,/datasets/xeno_canto/491_all/507013_3.wav
pifgoo,507013_4.wav,60.032,/datasets/xeno_canto/491_all/507013_4.wav
pifgoo,507013_5.wav,59.968,/datasets/xeno_canto/491_all/507013_5.wav
pifgoo,507013_6.wav,60.032,/datasets/xeno_canto/491_all/507013_6.wav
pifgoo,507013_7.wav,59.968,/datasets/xeno_canto/491_all/507013_7.wav
pifgoo,507013_9.wav,59.968,/datasets/xeno_canto/491_all/507013_9.wav
pifgoo,506841_2.wav,8.401,/datasets/xeno_canto/491_all/506841_2.wav
pifgoo,506841_1.wav,59.968,/datasets/xeno_canto/491_all/506841_1.wav
pifgoo,506841_0.wav,60.032,/datasets/xeno_canto/491_all/506841_0.wav
pifgoo,127994_1.wav,59.968,/datasets/xeno_canto/491_all/127994_1.wav
pifgoo,506814_2.wav,60.032,/datasets/xeno_canto/491_all/506814_2.wav
pifgoo,127994_2.wav,43.1869375,/datasets/xeno_canto/491_all/127994_2.wav
pifgoo,506814_3.wav,15.545,/datasets/xeno_canto/491_all/506814_3.wav
pifgoo,624619.wav,36.104938,/datasets/xeno_canto/491_all/624619.wav
pifgoo,624602_1.wav,16.408125,/datasets/xeno_canto/491_all/624602_1.wav
pifgoo,624602_0.wav,60.032,/datasets/xeno_canto/491_all/624602_0.wav
pifgoo,506818_0.wav,60.032,/datasets/xeno_canto/491_all/506818_0.wav
pifgoo,506818_1.wav,59.968,/datasets/xeno_canto/491_all/506818_1.wav
pifgoo,506818_2.wav,60.032,/datasets/xeno_canto/491_all/506818_2.wav
pifgoo,506818_3.wav,59.968,/datasets/xeno_canto/491_all/506818_3.wav
pifgoo,506818_4.wav,37.681,/datasets/xeno_canto/491_all/506818_4.wav
pifgoo,506819_0.wav,60.032,/datasets/xeno_canto/491_all/506819_0.wav
pifgoo,506819_1.wav,0.881,/datasets/xeno_canto/491_all/506819_1.wav
pifgoo,506820_0.wav,60.032,/datasets/xeno_canto/491_all/506820_0.wav
pifgoo,506820_1.wav,59.968,/datasets/xeno_canto/491_all/506820_1.wav
pifgoo,506820_2.wav,60.032,/datasets/xeno_canto/491_all/506820_2.wav
pifgoo,506820_3.wav,59.968,/datasets/xeno_canto/491_all/506820_3.wav
pifgoo,506820_4.wav,60.032,/datasets/xeno_canto/491_all/506820_4.wav
pifgoo,506814_1.wav,59.968,/datasets/xeno_canto/491_all/506814_1.wav
pifgoo,506820_5.wav,41.321,/datasets/xeno_canto/491_all/506820_5.wav
pifgoo,127994_0.wav,60.032,/datasets/xeno_canto/491_all/127994_0.wav
pifgoo,506811_1.wav,43.889,/datasets/xeno_canto/491_all/506811_1.wav
pifgoo,506803_2.wav,60.032,/datasets/xeno_canto/491_all/506803_2.wav
pifgoo,506803_3.wav,11.537,/datasets/xeno_canto/491_all/506803_3.wav
pifgoo,506804.wav,37.009,/datasets/xeno_canto/491_all/506804.wav
pifgoo,506805_0.wav,60.032,/datasets/xeno_canto/491_all/506805_0.wav
pifgoo,506805_1.wav,48.305,/datasets/xeno_canto/491_all/506805_1.wav
pifgoo,698820.wav,7.797875,/datasets/xeno_canto/491_all/698820.wav
pifgoo,506806_0.wav,60.032,/datasets/xeno_canto/491_all/506806_0.wav
pifgoo,506806_1.wav,14.585,/datasets/xeno_canto/491_all/506806_1.wav
pifgoo,506807.wav,20.377,/datasets/xeno_canto/491_all/506807.wav
pifgoo,506808.wav,23.641,/datasets/xeno_canto/491_all/506808.wav
pifgoo,506809_0.wav,60.032,/datasets/xeno_canto/491_all/506809_0.wav
pifgoo,506809_1.wav,17.777,/datasets/xeno_canto/491_all/506809_1.wav
pifgoo,506810_0.wav,60.032,/datasets/xeno_canto/491_all/506810_0.wav
pifgoo,506810_1.wav,59.968,/datasets/xeno_canto/491_all/506810_1.wav
pifgoo,506810_2.wav,60.032,/datasets/xeno_canto/491_all/506810_2.wav
pifgoo,533881_0.wav,60.032,/datasets/xeno_canto/491_all/533881_0.wav
pifgoo,506810_3.wav,22.625,/datasets/xeno_canto/491_all/506810_3.wav
pifgoo,533881_1.wav,25.968,/datasets/xeno_canto/491_all/533881_1.wav
pifgoo,506811_0.wav,60.032,/datasets/xeno_canto/491_all/506811_0.wav
pifgoo,506814_0.wav,60.032,/datasets/xeno_canto/491_all/506814_0.wav
pifgoo,506822_0.wav,60.032,/datasets/xeno_canto/491_all/506822_0.wav
pifgoo,506822_1.wav,59.968,/datasets/xeno_canto/491_all/506822_1.wav
pifgoo,506822_2.wav,11.761,/datasets/xeno_canto/491_all/506822_2.wav
pifgoo,506833_1.wav,59.968,/datasets/xeno_canto/491_all/506833_1.wav
pifgoo,506833_2.wav,60.032,/datasets/xeno_canto/491_all/506833_2.wav
pifgoo,506833_3.wav,59.968,/datasets/xeno_canto/491_all/506833_3.wav
pifgoo,506833_4.wav,60.032,/datasets/xeno_canto/491_all/506833_4.wav
pifgoo,506833_5.wav,59.968,/datasets/xeno_canto/491_all/506833_5.wav
pifgoo,506833_6.wav,19.441,/datasets/xeno_canto/491_all/506833_6.wav
pifgoo,506836_0.wav,60.032,/datasets/xeno_canto/491_all/506836_0.wav
pifgoo,506836_1.wav,59.968,/datasets/xeno_canto/491_all/506836_1.wav
pifgoo,506836_2.wav,32.137,/datasets/xeno_canto/491_all/506836_2.wav
pifgoo,506837_0.wav,60.032,/datasets/xeno_canto/491_all/506837_0.wav
pifgoo,506837_1.wav,59.968,/datasets/xeno_canto/491_all/506837_1.wav
pifgoo,506837_2.wav,55.441,/datasets/xeno_canto/491_all/506837_2.wav
pifgoo,506838_0.wav,60.032,/datasets/xeno_canto/491_all/506838_0.wav
pifgoo,506838_1.wav,26.633,/datasets/xeno_canto/491_all/506838_1.wav
pifgoo,506839_0.wav,60.032,/datasets/xeno_canto/491_all/506839_0.wav
pifgoo,506839_1.wav,59.968,/datasets/xeno_canto/491_all/506839_1.wav
pifgoo,506839_2.wav,5.329,/datasets/xeno_canto/491_all/506839_2.wav
pifgoo,506840_0.wav,60.032,/datasets/xeno_canto/491_all/506840_0.wav
pifgoo,506840_1.wav,47.153,/datasets/xeno_canto/491_all/506840_1.wav
pifgoo,506833_0.wav,60.032,/datasets/xeno_canto/491_all/506833_0.wav
pifgoo,506832_1.wav,22.841,/datasets/xeno_canto/491_all/506832_1.wav
pifgoo,506832_0.wav,60.032,/datasets/xeno_canto/491_all/506832_0.wav
pifgoo,506831_1.wav,13.721,/datasets/xeno_canto/491_all/506831_1.wav
pifgoo,506823_0.wav,60.032,/datasets/xeno_canto/491_all/506823_0.wav
pifgoo,506823_1.wav,59.968,/datasets/xeno_canto/491_all/506823_1.wav
pifgoo,435077.wav,13.114563,/datasets/xeno_canto/491_all/435077.wav
pifgoo,435078.wav,9.588,/datasets/xeno_canto/491_all/435078.wav
pifgoo,506823_2.wav,39.193,/datasets/xeno_canto/491_all/506823_2.wav
pifgoo,506824.wav,32.185,/datasets/xeno_canto/491_all/506824.wav
pifgoo,506826.wav,35.977,/datasets/xeno_canto/491_all/506826.wav
pifgoo,506827_0.wav,60.032,/datasets/xeno_canto/491_all/506827_0.wav
pifgoo,506827_1.wav,59.968,/datasets/xeno_canto/491_all/506827_1.wav
pifgoo,506803_0.wav,60.032,/datasets/xeno_canto/491_all/506803_0.wav
pifgoo,506827_2.wav,0.673,/datasets/xeno_canto/491_all/506827_2.wav
pifgoo,506829_0.wav,60.032,/datasets/xeno_canto/491_all/506829_0.wav
pifgoo,506829_1.wav,59.968,/datasets/xeno_canto/491_all/506829_1.wav
pifgoo,506829_2.wav,5.353,/datasets/xeno_canto/491_all/506829_2.wav
pifgoo,506830_0.wav,60.032,/datasets/xeno_canto/491_all/506830_0.wav
pifgoo,506830_1.wav,59.968,/datasets/xeno_canto/491_all/506830_1.wav
pifgoo,506830_2.wav,60.032,/datasets/xeno_canto/491_all/506830_2.wav
pifgoo,506830_3.wav,59.968,/datasets/xeno_canto/491_all/506830_3.wav
pifgoo,506830_4.wav,55.345,/datasets/xeno_canto/491_all/506830_4.wav
pifgoo,506831_0.wav,60.032,/datasets/xeno_canto/491_all/506831_0.wav
pifgoo,651459.wav,15.000125,/datasets/xeno_canto/491_all/651459.wav
pifgoo,506781_2.wav,60.032,/datasets/xeno_canto/491_all/506781_2.wav
pifgoo,506411_1.wav,59.968,/datasets/xeno_canto/491_all/506411_1.wav
pifgoo,506781_18.wav,60.032,/datasets/xeno_canto/491_all/506781_18.wav
pifgoo,479230.wav,40.278125,/datasets/xeno_canto/491_all/479230.wav
pifgoo,479229.wav,15.381,/datasets/xeno_canto/491_all/479229.wav
pifgoo,479228.wav,27.3075,/datasets/xeno_canto/491_all/479228.wav
pifgoo,479227_1.wav,2.811625,/datasets/xeno_canto/491_all/479227_1.wav
pifgoo,479227_0.wav,60.032,/datasets/xeno_canto/491_all/479227_0.wav
pifgoo,479226.wav,38.007625,/datasets/xeno_canto/491_all/479226.wav
pifgoo,479225.wav,38.772938,/datasets/xeno_canto/491_all/479225.wav
pifgoo,479224_1.wav,49.7996875,/datasets/xeno_canto/491_all/479224_1.wav
pifgoo,479224_0.wav,60.032,/datasets/xeno_canto/491_all/479224_0.wav
pifgoo,479223.wav,31.680438,/datasets/xeno_canto/491_all/479223.wav
pifgoo,702880.wav,29.891813,/datasets/xeno_canto/491_all/702880.wav
pifgoo,702963.wav,21.743188,/datasets/xeno_canto/491_all/702963.wav
pifgoo,702965.wav,58.270188,/datasets/xeno_canto/491_all/702965.wav
pifgoo,702969.wav,19.667,/datasets/xeno_canto/491_all/702969.wav
pifgoo,702972_0.wav,60.032,/datasets/xeno_canto/491_all/702972_0.wav
pifgoo,702972_1.wav,13.132875,/datasets/xeno_canto/491_all/702972_1.wav
pifgoo,703112.wav,11.493,/datasets/xeno_canto/491_all/703112.wav
pifgoo,600261.wav,18.079688,/datasets/xeno_canto/491_all/600261.wav
pifgoo,499285.wav,20.021188,/datasets/xeno_canto/491_all/499285.wav
pifgoo,479231_0.wav,60.032,/datasets/xeno_canto/491_all/479231_0.wav
pifgoo,600067.wav,38.29325,/datasets/xeno_canto/491_all/600067.wav
pifgoo,479231_1.wav,10.5873125,/datasets/xeno_canto/491_all/479231_1.wav
pifgoo,479233.wav,31.046625,/datasets/xeno_canto/491_all/479233.wav
pifgoo,600615.wav,11.212375,/datasets/xeno_canto/491_all/600615.wav
pifgoo,479254.wav,25.081125,/datasets/xeno_canto/491_all/479254.wav
pifgoo,479253.wav,37.54,/datasets/xeno_canto/491_all/479253.wav
pifgoo,479252.wav,52.848875,/datasets/xeno_canto/491_all/479252.wav
pifgoo,479251.wav,34.747,/datasets/xeno_canto/491_all/479251.wav
pifgoo,479250_1.wav,5.036375,/datasets/xeno_canto/491_all/479250_1.wav
pifgoo,479250_0.wav,60.032,/datasets/xeno_canto/491_all/479250_0.wav
pifgoo,479249.wav,50.39725,/datasets/xeno_canto/491_all/479249.wav
pifgoo,479248_1.wav,7.4623125,/datasets/xeno_canto/491_all/479248_1.wav
pifgoo,479248_0.wav,60.032,/datasets/xeno_canto/491_all/479248_0.wav
pifgoo,479244.wav,30.792125,/datasets/xeno_canto/491_all/479244.wav
pifgoo,479241.wav,23.674125,/datasets/xeno_canto/491_all/479241.wav
pifgoo,479240.wav,47.140063,/datasets/xeno_canto/491_all/479240.wav
pifgoo,479239.wav,22.198875,/datasets/xeno_canto/491_all/479239.wav
pifgoo,479238.wav,24.946,/datasets/xeno_canto/491_all/479238.wav
pifgoo,479237.wav,44.751188,/datasets/xeno_canto/491_all/479237.wav
pifgoo,479236.wav,51.763438,/datasets/xeno_canto/491_all/479236.wav
pifgoo,479235.wav,12.800688,/datasets/xeno_canto/491_all/479235.wav
pifgoo,479234.wav,51.596375,/datasets/xeno_canto/491_all/479234.wav
pifgoo,479232.wav,30.793688,/datasets/xeno_canto/491_all/479232.wav
pifgoo,335692.wav,11.127,/datasets/xeno_canto/491_all/335692.wav
pifgoo,525889.wav,6.025563,/datasets/xeno_canto/491_all/525889.wav
pifgoo,599906.wav,11.542563,/datasets/xeno_canto/491_all/599906.wav
pifgoo,506119_0.wav,60.032,/datasets/xeno_canto/491_all/506119_0.wav
pifgoo,506119_1.wav,8.249,/datasets/xeno_canto/491_all/506119_1.wav
pifgoo,506120_0.wav,60.032,/datasets/xeno_canto/491_all/506120_0.wav
pifgoo,506120_1.wav,54.329,/datasets/xeno_canto/491_all/506120_1.wav
pifgoo,506121_0.wav,60.032,/datasets/xeno_canto/491_all/506121_0.wav
pifgoo,506121_1.wav,40.817,/datasets/xeno_canto/491_all/506121_1.wav
