bird,freq
batrachostomus_stellatus,31
berenicornis_comatus,37
berlepschia_rikeri,63
bernieria_madagascariensis,22
bias_musicus,28
biatas_nigropectus,83
biziura_lobata,15
bleda_canicapillus,34
bleda_eximius,4
bleda_notatus,29
bleda_syndactylus,50
blythipicus_pyrrhotis,122
blythipicus_rubiginosus,69
bocagia_minuta,6
boissonneaua_flavescens,46
boissonneaua_jardini,21
boissonneaua_matthewsii,19
bolbopsittacus_lunulatus,3
bolborhynchus_ferrugineifrons,14
bolborhynchus_lineola,65
bolborhynchus_orbygnesius,20
bolemoreus_frenatus,37
bolemoreus_hindwoodi,9
bombycilla_cedrorum,154
bombycilla_garrulus,269
bombycilla_japonica,33
bonasa_umbellus,37
bostrychia_bocagei,1
bostrychia_carunculata,13
bostrychia_hagedash,157
bostrychia_olivacea,2
bostrychia_rara,11
botaurus_lentiginosus,84
botaurus_pinnatus,20
botaurus_poiciloptilus,4
botaurus_stellaris,674
brachycope_anomala,2
brachygalba_albogularis,20
brachygalba_goeringi,10
brachygalba_lugubris,51
brachygalba_salmoni,7
brachypteracias_leptosomus,12
brachypteryx_cruralis,31
brachypteryx_goodfellowi,24
brachypteryx_hyperythra,13
brachypteryx_leucophris,145
brachypteryx_montana,97
brachypteryx_sinensis,7
brachyramphus_marmoratus,13
bradypterus_baboecala,68
bradypterus_bangwaensis,16
bradypterus_barratti,46
bradypterus_brunneus,18
bradypterus_carpalis,16
bradypterus_centralis,7
bradypterus_cinnamomeus,145
bradypterus_grandis,4
bradypterus_graueri,4
bradypterus_lopezi,324
bradypterus_seebohmi,20
bradypterus_sylvaticus,52
branta_bernicla,193
branta_canadensis,488
branta_hutchinsii,51
branta_leucopsis,496
branta_ruficollis,9
branta_sandvicensis,13
brotogeris_chiriri,97
brotogeris_chrysoptera,77
brotogeris_cyanoptera,91
brotogeris_jugularis,142
brotogeris_pyrrhoptera,27
brotogeris_sanctithomae,46
brotogeris_tirica,86
brotogeris_versicolurus,23
bubalornis_albirostris,18
bubalornis_niger,29
bubo_africanus,66
bubo_ascalaphus,11
bubo_bengalensis,6
bubo_blakistoni,19
bubo_bubo,518
bubo_capensis,3
bubo_cinerascens,11
bubo_coromandus,12
bubo_lacteus,22
bubo_leucostictus,4
bubo_magellanicus,42
bubo_nipalensis,29
bubo_philippensis,3
bubo_poensis,2
bubo_scandiacus,24
bubo_shelleyi,1
bubo_sumatranus,30
bubo_virginianus,424
bubo_vosseleri,8
bubulcus_coromandus,8
bubulcus_ibis,193
bucanetes_githagineus,126
bucanetes_mongolicus,13
buccanodon_duchaillui,42
bucco_capensis,54
bucco_macrodactylus,19
bucco_noanamae,4
bucco_tamatia,62
bucephala_albeola,20
bucephala_clangula,208
bucephala_islandica,35
buceros_bicornis,50
buceros_hydrocorax,26
buceros_rhinoceros,64
bucorvus_abyssinicus,1
bucorvus_leadbeateri,22
bulweria_bulwerii,9
buphagus_africanus,10
buphagus_erythrorynchus,30
burhinus_bistriatus,19
burhinus_capensis,28
burhinus_grallarius,32
burhinus_indicus,13
burhinus_oedicnemus,523
burhinus_senegalensis,45
burhinus_superciliaris,12
burhinus_vermiculatus,41
busarellus_nigricollis,69
butastur_indicus,37
butastur_liventer,5
butastur_rufipennis,3
butastur_teesa,5
buteo_albigula,11
buteo_albonotatus,46
buteo_augur,20
buteo_auguralis,1
buteo_brachypterus,10
buteo_brachyurus,46
buteo_burmanicus,2
buteo_buteo,772
buteo_galapagoensis,3
buteo_hemilasius,3
buteo_jamaicensis,160
buteo_japonicus,9
buteo_lagopus,30
buteo_lineatus,117
buteo_nitidus,130
buteo_oreophilus,17
buteo_plagiatus,128
buteo_platypterus,111
buteo_regalis,8
buteo_ridgwayi,6
buteo_rufinus,20
buteo_rufofuscus,10
buteo_solitarius,3
buteo_swainsoni,37
buteo_trizonatus,7
buteo_ventralis,10
buteogallus_aequinoctialis,12
buteogallus_anthracinus,69
buteogallus_coronatus,23
buteogallus_gundlachii,3
buteogallus_lacernulatus,1
buteogallus_meridionalis,53
buteogallus_schistaceus,47
buteogallus_solitarius,10
buteogallus_urubitinga,106
buthraupis_aureodorsalis,10
buthraupis_eximia,22
buthraupis_montana,93
buthraupis_wetmorei,19
butorides_striata,144
butorides_virescens,105
bycanistes_albotibialis,19
bycanistes_brevis,63
bycanistes_bucinator,34
bycanistes_cylindricus,4
bycanistes_fistulator,16
bycanistes_subcylindricus,56
cacatua_ducorpsii,26
cacatua_galerita,119
cacatua_ophthalmica,7
cacatua_pastinator,12
cacatua_sanguinea,61
cacatua_tenuirostris,20
cacicus_cela,314
cacicus_chrysonotus,53
cacicus_chrysopterus,126
cacicus_haemorrhous,175
cacicus_koepckeae,15
cacicus_latirostris,13
cacicus_leucoramphus,117
cacicus_microrhynchus,89
cacicus_oseryi,36
cacicus_sclateri,8
cacicus_solitarius,133
cacicus_uropygialis,69
cacomantis_aeruginosus,14
cacomantis_castaneiventris,28
cacomantis_flabelliformis,84
cacomantis_leucolophus,24
cacomantis_merulinus,160
cacomantis_pallidus,30
cacomantis_passerinus,45
cacomantis_sepulcralis,130
cacomantis_sonneratii,114
cacomantis_variolosus,116
cairina_moschata,29
calamanthus_campestris,12
calamanthus_fuliginosus,30
calamanthus_montanellus,3
calamonastes_fasciolatus,29
calamonastes_simplex,46
calamonastes_stierlingi,38
calamonastes_undosus,14
calamonastides_gracilirostris,4
calamospiza_melanocorys,58
calandrella_acutirostris,22
calandrella_blanfordi,12
calandrella_brachydactyla,160
calandrella_cinerea,69
calandrella_dukhunensis,4
calandrella_eremica,4
calcarius_lapponicus,429
calcarius_ornatus,62
calcarius_pictus,28
calendulauda_africanoides,22
calendulauda_albescens,26
calendulauda_alopex,31
calendulauda_barlowi,5
calendulauda_burra,13
calendulauda_erythrochlamys,3
calendulauda_poecilosterna,24
calendulauda_sabota,93
calicalicus_madagascariensis,38
calicalicus_rufocarpalis,15
calidris_acuminata,10
calidris_alba,193
calidris_alpina,709
calidris_bairdii,90
calidris_canutus,143
calidris_falcinellus,63
calidris_ferruginea,102
calidris_fuscicollis,56
calidris_himantopus,43
calidris_maritima,63
calidris_mauri,49
calidris_melanotos,122
calidris_minuta,79
calidris_minutilla,122
calidris_ptilocnemis,29
calidris_pugnax,39
calidris_pusilla,112
calidris_pygmaea,6
calidris_ruficollis,22
calidris_subminuta,17
calidris_subruficollis,9
calidris_temminckii,121
calidris_tenuirostris,6
calidris_virgata,31
caligavis_chrysops,43
caligavis_obscura,8
caligavis_subfrenata,12
callacanthis_burtoni,11
callaeas_cinereus,2
callaeas_wilsoni,17
calliope_calliope,222
calliope_pectardens,26
calliope_pectoralis,20
calliope_tschebaiewi,32
callipepla_californica,172
callipepla_douglasii,51
callipepla_gambelii,127
callipepla_squamata,58
calliphlox_amethystina,8
calliphlox_bryantae,2
calliphlox_evelynae,2
calliphlox_mitchellii,5
callocephalon_fimbriatum,21
callonetta_leucophrys,13
calochaetes_coccineus,9
calocitta_colliei,81
calocitta_formosa,67
caloenas_nicobarica,3
calonectris_borealis,68
calonectris_diomedea,35
calonectris_leucomelas,2
caloperdix_oculeus,19
caloramphus_fuliginosus,13
caloramphus_hayii,7
calothorax_lucifer,27
calothorax_pulcher,9
calypte_anna,213
calypte_costae,39
calyptocichla_serinus,6
calyptomena_hosii,14
calyptomena_viridis,58
calyptomena_whiteheadi,32
calyptophilus_frugivorus,10
calyptophilus_tertius,7
calyptorhynchus_banksii,59
calyptorhynchus_baudinii,12
calyptorhynchus_funereus,66
calyptorhynchus_lathami,11
calyptorhynchus_latirostris,14
camarhynchus_heliobates,1
camarhynchus_pallidus,6
camarhynchus_parvulus,4
camarhynchus_pauper,6
camarhynchus_psittacula,7
camaroptera_brachyura,130
camaroptera_brevicaudata,333
camaroptera_chloronota,37
camaroptera_harterti,5
camaroptera_superciliaris,29
campephaga_flava,24
campephaga_petiti,2
campephaga_phoenicea,3
campephaga_quiscalina,23
campephilus_gayaquilensis,49
campephilus_guatemalensis,83
campephilus_haematogaster,55
campephilus_leucopogon,22
campephilus_magellanicus,39
campephilus_melanoleucos,165
campephilus_pollens,79
campephilus_robustus,64
campephilus_rubricollis,121
campethera_abingoni,37
campethera_bennettii,4
campethera_cailliautii,18
campethera_caroli,4
campethera_maculosa,4
campethera_mombassica,5
campethera_nivosa,6
campethera_notata,17
campethera_nubica,33
campethera_punctuligera,6
campethera_scriptoricauda,1
campicoloides_bifasciatus,12
campochaera_sloetii,21
camptostoma_imberbe,148
camptostoma_obsoletum,403
campylopterus_calcirupicola,11
campylopterus_curvipennis,18
campylopterus_duidae,1
campylopterus_ensipennis,6
campylopterus_excellens,15
campylopterus_falcatus,26
campylopterus_hemileucurus,64
campylopterus_hyperythrus,5
campylopterus_largipennis,24
caprimulgus_andamanicus,6
caprimulgus_asiaticus,49
caprimulgus_atripennis,49
caprimulgus_batesi,3
caprimulgus_celebensis,8
caprimulgus_clarus,44
caprimulgus_climacurus,19
caprimulgus_concretus,7
caprimulgus_donaldsoni,6
caprimulgus_europaeus,993
caprimulgus_eximius,9
caprimulgus_fossii,26
caprimulgus_fraenatus,1
caprimulgus_indicus,25
caprimulgus_inornatus,2
caprimulgus_jotaka,59
caprimulgus_longipennis,6
caprimulgus_macrurus,195
caprimulgus_madagascariensis,28
caprimulgus_mahrattensis,2
caprimulgus_manillensis,24
caprimulgus_meesi,14
caprimulgus_natalensis,20
caprimulgus_nigriscapularis,24
caprimulgus_nubicus,8
caprimulgus_pectoralis,97
caprimulgus_phalaena,1
caprimulgus_poliocephalus,38
caprimulgus_pulchellus,9
caprimulgus_ruficollis,83
caprimulgus_rufigena,34
caprimulgus_tristigma,41
caprimulgus_vexillarius,9
capsiempis_flaveola,216
caracara_cheriway,63
caracara_plancus,91
cardellina_canadensis,197
cardellina_pusilla,345
cardellina_rubra,57
cardellina_rubrifrons,60
cardellina_versicolor,15
cardinalis_cardinalis,698
cardinalis_phoeniceus,27
cardinalis_sinuatus,113
carduelis_carduelis,1517
carduelis_citrinella,132
carduelis_corsicana,53
cariama_cristata,83
caridonax_fulgidus,14
carpococcyx_radiceus,38
carpococcyx_renauldi,26
carpococcyx_viridis,15
carpodacus_davidianus,9
carpodacus_dubius,28
carpodacus_edwardsii,10
carpodacus_erythrinus,686
carpodacus_formosanus,6
carpodacus_grandis,2
carpodacus_pulcherrimus,10
carpodacus_puniceus,19
carpodacus_rhodochlamys,8
carpodacus_roborowskii,3
carpodacus_rodochroa,11
carpodacus_rodopeplus,3
carpodacus_roseus,9
carpodacus_rubicilla,17
carpodacus_rubicilloides,24
carpodacus_sibiricus,99
carpodacus_sipahi,5
carpodacus_stoliczkae,3
carpodacus_subhimachalus,2
carpodacus_synoicus,27
carpodacus_thura,15
carpodacus_trifasciatus,4
carpodacus_verreauxii,1
carpodacus_vinaceus,9
carpodacus_waltoni,14
carpodectes_hopkei,2
carpodectes_nitidus,1
carpornis_cucullata,73
carpornis_melanocephala,25
carpospiza_brachydactyla,25
carterornis_chrysomela,23
carterornis_leucotis,17
carterornis_pileatus,25
caryothraustes_canadensis,139
caryothraustes_poliogaster,46
casiornis_fuscus,9
casiornis_rufus,52
cassiculus_melanicterus,77
casuarius_bennetti,2
casuarius_casuarius,20
casuarius_unappendiculatus,6
catamblyrhynchus_diadema,43
catamenia_analis,42
catamenia_homochroa,25
catamenia_inornata,36
cataponera_turdoides,5
catharopeza_bishopi,2
cathartes_aura,7
cathartes_melambrotus,1
catharus_aurantiirostris,417
catharus_bicknelli,51
catharus_dryas,6
catharus_frantzii,56
catharus_fuscater,156
catharus_fuscescens,270
catharus_gracilirostris,40
catharus_guttatus,413
catharus_maculatus,108
catharus_mexicanus,102
catharus_minimus,126
catharus_occidentalis,36
catharus_ustulatus,646
catherpes_mexicanus,265
catreus_wallichii,9
catriscus_brevirostris,24
ceblepyris_caesius,20
ceblepyris_cinereus,10
ceblepyris_cucullatus,2
ceblepyris_pectoralis,16
cecropis_abyssinica,76
cecropis_badia,11
cecropis_cucullata,30
cecropis_daurica,250
cecropis_hyperythra,8
cecropis_semirufa,28
cecropis_senegalensis,12
cecropis_striolata,19
celebesica_abbotti,4
celeus_castaneus,16
celeus_elegans,60
celeus_flavescens,81
celeus_flavus,105
celeus_galeatus,46
celeus_grammicus,96
celeus_loricatus,42
celeus_lugubris,28
celeus_obrieni,56
celeus_ochraceus,50
celeus_spectabilis,34
celeus_torquatus,102
celeus_undatus,25
centrocercus_minimus,7
centrocercus_urophasianus,34
centropus_andamanensis,11
centropus_anselli,3
centropus_ateralbus,4
centropus_bengalensis,65
centropus_bernsteini,9
centropus_burchellii,44
centropus_celebensis,29
centropus_chalybeus,12
centropus_chlororhynchos,19
centropus_cupreicaudus,9
centropus_goliath,18
centropus_grillii,7
centropus_leucogaster,26
centropus_melanops,22
centropus_menbeki,28
centropus_milo,27
centropus_monachus,22
centropus_nigrorufus,1
centropus_phasianinus,44
centropus_rectunguis,21
centropus_senegalensis,43
centropus_sinensis,195
centropus_steerii,6
centropus_superciliosus,68
centropus_toulou,49
centropus_unirufus,11
centropus_violaceus,7
centropus_viridis,38
cephalopterus_glabricollis,2
cephalopterus_ornatus,10
cephalopterus_penduliger,18
cephalopyrus_flammiceps,7
cepphus_columba,14
cepphus_grylle,40
cerasophila_thompsoni,3
ceratogymna_atrata,30
ceratogymna_elata,8
ceratopipra_chloromeros,21
ceratopipra_cornuta,18
ceratopipra_erythrocephala,147
ceratopipra_mentalis,87
ceratopipra_rubrocapilla,108
cercibis_oxycerca,18
cercococcyx_mechowi,37
cercococcyx_montanus,99
cercococcyx_olivinus,33
cercomacra_brasiliana,27
cercomacra_carbonaria,27
cercomacra_cinerascens,197
cercomacra_ferdinandi,27
cercomacra_manu,75
cercomacra_melanaria,62
cercomacra_nigricans,103
cercomacroides_fuscicauda,75
cercomacroides_laeta,54
cercomacroides_nigrescens,164
cercomacroides_parkeri,83
cercomacroides_serva,124
cercomacroides_tyrannina,323
cercotrichas_barbata,14
cercotrichas_coryphoeus,56
cercotrichas_galactotes,152
cercotrichas_hartlaubi,15
cercotrichas_leucophrys,378
cercotrichas_leucosticta,7
cercotrichas_paena,50
cercotrichas_podobe,32
cercotrichas_quadrivirgata,43
cercotrichas_signata,48
cereopsis_novaehollandiae,10
certhia_americana,332
certhia_brachydactyla,1028
certhia_discolor,23
certhia_familiaris,1102
certhia_himalayana,22
certhia_hodgsoni,16
certhia_manipurensis,25
certhia_nipalensis,2
certhia_tianquanensis,10
certhiasomus_stictolaemus,27
certhiaxis_cinnamomeus,184
certhiaxis_mustelinus,19
certhidea_fusca,5
certhidea_olivacea,6
certhilauda_benguelensis,3
certhilauda_brevirostris,13
certhilauda_chuana,30
certhilauda_curvirostris,15
certhilauda_semitorquata,24
certhilauda_subcoronata,35
certhionyx_variegatus,25
ceryle_rudis,149
cettia_brunnifrons,57
cettia_castaneocoronata,86
cettia_cetti,1258
cettia_major,14
ceuthmochares_aereus,31
ceuthmochares_australis,19
ceyx_argentatus,1
ceyx_azureus,13
ceyx_collectoris,3
ceyx_cyanopectus,1
ceyx_erithaca,39
ceyx_fallax,5
ceyx_flumenicola,1
ceyx_gentianus,1
ceyx_lepidus,3
ceyx_margarethae,4
ceyx_meeki,1
ceyx_melanurus,6
ceyx_nigromaxilla,4
ceyx_pusillus,3
ceyx_solitarius,14
chaetocercus_astreans,2
chaetocercus_berlepschi,6
chaetocercus_bombus,11
chaetocercus_heliodor,7
chaetocercus_mulsant,16
chaetops_aurantius,7
chaetops_frenatus,12
chaetorhynchus_papuensis,9
chaetura_brachyura,56
chaetura_chapmani,13
chaetura_cinereiventris,73
chaetura_egregia,13
chaetura_fumosa,2
chaetura_martinica,2
chaetura_meridionalis,67
chaetura_pelagica,46
chaetura_spinicaudus,35
chaetura_vauxi,37
chaetura_viridipennis,12
chalcomitra_adelberti,4
chalcomitra_amethystina,62
chalcomitra_balfouri,3
chalcomitra_fuliginosa,9
chalcomitra_hunteri,7
chalcomitra_rubescens,13
chalcomitra_senegalensis,109
chalcoparia_singalensis,43
chalcophaps_indica,80
chalcophaps_longirostris,35
chalcophaps_stephani,15
chalcopsitta_atra,11
chalcopsitta_duivenbodei,5
chalcopsitta_scintillata,1
chalcostigma_herrani,6
chalcostigma_heteropogon,6
chalcostigma_olivaceum,1
chalcostigma_ruficeps,6
chalcostigma_stanleyi,15
chalybura_buffonii,27
chalybura_urochrysia,16
chamaea_fasciata,112
chamaepetes_goudotii,44
chamaepetes_unicolor,6
chamaetylas_choloensis,4
chamaetylas_fuelleborni,33
chamaetylas_poliocephala,12
chamaetylas_poliophrys,13
chamaeza_campanisona,289
chamaeza_meruloides,74
chamaeza_mollissima,60
chamaeza_nobilis,47
chamaeza_ruficauda,99
chamaeza_turdina,70
charadrius_alexandrinus,174
charadrius_alticola,9
charadrius_asiaticus,1
charadrius_bicinctus,14
charadrius_collaris,47
charadrius_dubius,725
charadrius_falklandicus,11
charadrius_forbesi,8
charadrius_hiaticula,663
charadrius_javanicus,7
charadrius_leschenaultii,28
charadrius_marginatus,16
charadrius_melodus,21
charadrius_modestus,28
charadrius_mongolus,41
charadrius_montanus,7
charadrius_morinellus,201
charadrius_nivosus,35
charadrius_obscurus,4
charadrius_pallidus,9
charadrius_pecuarius,15
charadrius_peronii,3
charadrius_placidus,25
charadrius_ruficapillus,12
charadrius_sanctaehelenae,1
charadrius_semipalmatus,128
charadrius_thoracicus,4
charadrius_tricollaris,45
charadrius_veredus,16
charadrius_vociferus,260
charadrius_wilsonia,66
charitospiza_eucosma,28
charmosyna_josefinae,1
charmosyna_margarethae,17
charmosyna_meeki,5
charmosyna_palmarum,8
charmosyna_papou,8
charmosyna_placentis,19
charmosyna_pulchella,2
charmosyna_rubrigularis,1
charmosyna_rubronotata,3
chasiempis_ibidis,8
chasiempis_sandwichensis,15
chasiempis_sclateri,13
chauna_chavaria,14
chauna_torquata,89
chelictinia_riocourii,5
chelidoptera_tenebrosa,59
chelidorhynx_hypoxanthus,37
chenonetta_jubata,23
cheramoeca_leucosterna,8
chersomanes_albofasciata,24
chersomanes_beesleyi,4
chersophilus_duponti,57
chionis_albus,7
chionis_minor,4
chiroxiphia_boliviana,69
chiroxiphia_caudata,247
chiroxiphia_lanceolata,92
chiroxiphia_linearis,99
chiroxiphia_pareola,222
chlamydera_cerviniventris,4
chlamydera_guttata,8
chlamydera_lauterbachi,1
chlamydera_maculata,21
chlamydera_nuchalis,25
chlamydochaera_jefferyi,9
chlamydotis_undulata,1
chleuasicus_atrosuperciliaris,4
chlidonias_albostriatus,6
chlidonias_hybrida,197
chlidonias_leucopterus,98
chlidonias_niger,223
chloephaga_hybrida,7
chloephaga_melanoptera,47
chloephaga_picta,29
chloephaga_poliocephala,6
chloephaga_rubidiceps,10
chlorestes_notata,24
chloris_ambigua,15
chloris_chloris,1522
chloris_monguilloti,20
chloris_sinica,68
chloris_spinoides,20
chloroceryle_aenea,33
chloroceryle_amazona,92
chloroceryle_americana,112
chloroceryle_inda,41
chlorochrysa_calliparaea,16
chlorochrysa_nitidissima,18
chlorochrysa_phoenicotis,30
chlorocichla_falkensteini,1
chlorocichla_flaviventris,39
chlorocichla_laetissima,14
chlorocichla_simplex,15
chlorodrepanis_flava,17
chlorodrepanis_stejnegeri,13
chlorodrepanis_virens,30
chlorophanes_spiza,59
chlorophoneus_bocagei,25
chlorophoneus_kupeensis,2
chlorophoneus_multicolor,6
chlorophoneus_nigrifrons,73
chlorophoneus_olivaceus,80
chlorophoneus_sulfureopectus,136
chlorophonia_callophrys,15
chlorophonia_cyanea,101
chlorophonia_flavirostris,30
chlorophonia_occipitalis,37
chlorophonia_pyrrhophrys,58
chloropicus_namaquus,24
chloropicus_pyrrhogaster,13
chloropicus_xantholophus,7
chloropipo_flavicapilla,16
chloropipo_unicolor,6
chloropsis_aurifrons,67
chloropsis_cochinchinensis,69
chloropsis_cyanopogon,31
chloropsis_flavipennis,6
chloropsis_hardwickii,105
chloropsis_jerdoni,15
chloropsis_kinabaluensis,9
chloropsis_palawanensis,6
chlorornis_riefferii,85
chlorospingus_canigularis,34
chlorospingus_flavigularis,106
chlorospingus_flavopectus,285
chlorospingus_inornatus,1
chlorospingus_parvirostris,15
chlorospingus_pileatus,54
chlorospingus_semifuscus,54
chlorospingus_tacarcunae,3
chlorostilbon_alice,1
chlorostilbon_assimilis,1
chlorostilbon_auriceps,5
chlorostilbon_canivetii,4
chlorostilbon_forficatus,1
chlorostilbon_gibsoni,23
chlorostilbon_lucidus,45
chlorostilbon_maugaeus,2
chlorostilbon_melanorhynchus,9
chlorostilbon_mellisugus,16
chlorostilbon_olivaresi,8
chlorostilbon_poortmani,8
chlorostilbon_ricordii,4
chlorostilbon_russatus,1
chlorostilbon_swainsonii,2
chlorothraupis_carmioli,47
chlorothraupis_frenata,40
chlorothraupis_olivacea,45
chlorothraupis_stolzmanni,109
cholornis_paradoxus,2
cholornis_unicolor,19
chondestes_grammacus,160
chondrohierax_uncinatus,28
chordeiles_acutipennis,82
chordeiles_gundlachii,22
chordeiles_minor,140
chordeiles_nacunda,20
chordeiles_pusillus,46
chordeiles_rupestris,9
chorthippus_acroleucus,1
chorthippus_albomarginatus,1
chorthippus_brunneus,6
chorthippus_vagans,4
chroicocephalus_brunnicephalus,5
chroicocephalus_bulleri,10
chroicocephalus_cirrocephalus,47
chroicocephalus_genei,146
chroicocephalus_hartlaubii,10
chroicocephalus_maculipennis,29
chroicocephalus_novaehollandiae,36
chroicocephalus_philadelphia,63
chroicocephalus_ridibundus,996
chroicocephalus_saundersi,21
chroicocephalus_serranus,56
